vacancy_id,vacancy_name,salary_from,salary_to,salary_currency,salary_gross,address_raw,key_skills
118122298,SDET Python (OSMP),,,,,"Olympia Park Business Center, Bldg. 3 or 2, 39A, Leningradskoe Shosse, Moscow, 125212, Russia","Python, Linux"
117698753,Ведущий бэк-енд разработчик/Python developer,,,,,"Москва, улица Годовикова, 9с17",Python
116162916,Python developer / Разработчик Python (KORNFELD),,,,,,"Linux, Python, Bash, TCP/IP, модель OSI"
106138278,Middle Python Developer,,,,,"Москва, Пресненская набережная, 6 стр.2, Башня Империя","Python, pandas, Docker"
119879988,Python Developer (Checkout team),,,,,,
119931412,Python developer,,,,,,
119961808,Python разработчик (офис/гибрид),,,,,,"Python, SQL, Работа с базами данных, PostgreSQL, PyQt, SQLAlchemy, FastAPI, REST API, Debian, Ubuntu, Qt"
119879147,Python Developer (Extranet Team),,,,,,"Python, Django Framework"
119161831,Python-разработчик,150000,,RUR,False,"Москва, 4-я Магистральная улица","ООП, SQL, NoSQL, RabbitMQ, Nats, asyncio, pandas"
118487814,Программист Python,175000,,RUR,True,,"Python, SQL, PostgreSQL"
120038884,Преподаватель языка программирования Python для WEB-разработки,100000,,RUR,True,"Москва, Волгоградский проспект, 2","Работа с большим объемом информации, Python, Обучение и развитие, Организация учебного процесса, Преподавание, Проведение тестирований, Деловое общение, SQL, Проведение презентаций, MS PowerPoint, Деловая переписка, Умение принимать решения, Подготовка презентаций, Работа с базами данных"
119633046,Разработчик на python,,,,,"Новоуральск, Садовая улица, 15Ак1","MySQL, Python, REST API, JavaScript, VueJS, Git, Django Framework"
117582494,Python developer / Разработчик Python (KORNFELD),,,,,,"Linux, Python, Bash, TCP/IP, OSI"
119927475,Python-разработчик,,,,,"Москва, Кутузовский проспект, 32","BIOS, BMC, UEFI, REST, gRPC, HTTP, Websocket, POSIX, Linux"
119907070,Стажер ML/AI,,,,,,
120083148,Инженер по автоматизации тестирования на Python / AQA Python (SDS),,,,,"Санкт-Петербург, Свердловская набережная, 44Б",
119926347,Python-разработчик,250000,290000,RUR,False,,
119093744,Python backend Developer,160000,,RUR,False,"Кемерово, бульвар имени Академика Л.С. Барбараша, 1","Python, Apache Kafka, PostgreSQL, MongoDB, NoSQL"
119518779,Python Developer,200000,230000,RUR,False,,
119495664,Python-разработчик,,,,,"Москва, улица Дмитрия Ульянова, 7А","Python, Linux, React, PostgreSQL, CI/CD, Nginx, Fast API, Bash"
119753592,Senior Python developer,240000,290000,RUR,False,,"Python, FastAPI, SQL, ORM, Docker, Django"
118718029,Senior Python developer (FastAPI),,,,,,"Python, PostgreSQL, FastAPI, Apache Kafka"
115998908,Senior Python developer (FastAPI),,575000,RUR,True,"Москва, улица Правды, 26","Python, PySpark, Apache Airflow, Apache Kafka, Deltalake, Kubernetes, Dremio, DWH, OLAP, Data Platfrom"
120076236,Преподаватель программирования на Python,,80000,RUR,True,"Сочи, Олимпийский проспект, 1",
119610951,Ментор по разработке Python (Developer Python),42000,84000,RUR,False,,Python
118847725,Python разработчик,,,,,"Казань, улица Островского, 98",
117984995,Fullstack QA Engineer (Python),,,,,,"Allure TestOps, Python, Selenium, Pytest"
115716390,Backend python developer,130000,,RUR,False,,"Python, asyncio, Selenium, Postman, Git, FastAPI, Парсинг данных"
105133634,Разработчик Python,,240000,RUR,False,,"Python: Pandas; Requests, Scrapy, NumPy; SkiPy, Json, xlwt, xlrd, Pyspark;, Oracle DB и/или PostgreSQL и/или MySQL, full scan, TensorFlow, API (REST), pandas, Requests, Scrapy, Numpy, SciPy, Scikit-learn, JSON, PySpark, XGBoost, CatBoost, LightGBM, PyTorch, Hyperop, Optuna"
118585386,"Back-end разработчик Python (middle, senior)",140000,200000,RUR,False,,
119816398,Python-разработчик,,,,,,
118847757,Python разработчик,,,,,"Иннополис, Университетская улица, 7",
118950271,Python-разработчик,,,,,,
119960520,QA Auto (python),,,,,,"Python, Pytest, QA, Тестирование"
119638225,Разработчик на Python,,220000,RUR,True,,
119551860,Senior Python Developer,,,,,"Санкт-Петербург, Большой проспект Петроградской стороны, 30",
119507368,"Junior Backend разработчик (Python, Django, GraphQL)",35000,55000,RUR,False,"Волгоград, Козловская улица, 54","GraphQL, Python, Django Framework, PostgreSQL, Git, Linux, ООП"
119471471,Python-developer,175000,,RUR,True,,"Python, PostgreSQL, Git, SQL"
119787125,Python developer (senior),,,,,,"Python, SQL"
119574103,DA с SQL и python(pyspark),,,,,,
119689838,Python-разработчик,,,,,"Москва, Варшавское шоссе, 125","Python, Linux, REST API, Pytest, gRPC, pySerial"
119445116,Python Developer,,,,,"Москва, улица Бутырский Вал, 22с3","SQL, Python, REST API, Flask, Django Framework, FastAPI"
115211408,Python developer,150000,250000,RUR,True,"Казань, Московская улица, 24","Python, PostgreSQL, SQL, ООП, Git, Unit Testing, Redis"
118074934,SDET Python (MAC),,,,,,"Python, ООП, Unix"
119769156,Python Backend-разработчик (Middle/Senior),150000,,RUR,False,"Пермь, Стахановская улица, 54Ж","Python, Git, CI/CD, SOLID, ООП, PostgreSQL, Redis, MongoDB, Docker"
117401614,Senior python developer,250000,,RUR,True,,"Python, SQL, PostgreSQL"
119431802,Python Developer (Cloud),,,,,"Москва, Авиамоторная улица, 10к2","Linux, Python, SQL, Kubernetes, Docker, Backend, Информационная безопасность, Django Framework, FastAPI"
118814710,Python developer (Senior),,,,,,"Python, PostgreSQL, Django Framework"
119336310,"Разработчик (Python,Airflow, Spark)",,,,,,"Python, Apache Airflow, Apache Spark, Apache Kafka, s3, Atlassian Confluence, SQL"
113705714,Senior Python-developer,270000,,RUR,True,"Санкт-Петербург, Малая Митрофаньевская улица, 1","Python, SQL, PostgreSQL"
119372768,Разработчик Python,,,,,,"SQL, Python, ETL, Hadoop, Spark, Airlow, Informatica Data Qualit"
119323345,Python-разработчик,250000,,RUR,False,,Python
119591685,Python-разработчик,,150000,RUR,True,"Москва, улица Бутлерова, 17","MySQL, MongoDB, JavaScript, Python, Redis, CI/CD"
117567056,Python-разработчик (middle),,,,,"Москва, Вознесенский переулок, 22","Django Framework, Python, Celery, PostgreSQL, MongoDB, FastAPI"
118466237,Разработчик Python/Django (middle/senior),,,,,,"Python, Linux, Django Framework, Django Rest Framework, REST API, PostgreSQL, Docker"
119549727,Senior Python Developer Backend,120000,200000,RUR,False,,"B2B, Python, Git, Flask"
119709489,Software engineer intern,,,,,,"Python, Грамотная речь, Английский язык, C++, Mathematical Analysis, Mathematical Statistics, Алгоритмы и структуры данных, Разработка ПО"
119330912,Intern QA automation (Python) / Стажер (Tatlin Backup),,,,,"Санкт-Петербург, Свердловская набережная, 44Б","Python, Pytest, Linux, Bash, Git"
119326258,Backend Developer (Python),,,,,"Москва, 1-й Автозаводский проезд, 4к1","Python, Django Framework, FastAPI, PostgreSQL"
119250634,Senior Python developer,,,,,,"Python, Django Framework, FastAPI"
117251381,Senior Python-developer,270000,,RUR,True,,"Python, SQL, PostgreSQL"
119404253,Стажер SDET/QA,,,,,"Москва, Волочаевская улица, 5/1","ООП, Linux, Python"
119489110,Программист Python (backend),140000,160000,RUR,False,,
118333259,Ментор по разработке Python (Developer Python),42000,84000,RUR,False,,"Java, Python"
110338871,Программист Backend Python (ML) + GO,50000,100000,RUR,False,"Томск, улица Пушкина, 75","Git, MSSQL, REST, JSON-RPC, Golang, Machine Learning, ML, Python"
115509122,Python Backend developer / Инженер-программист (Testing Tools),,,,,,"Python, Linux, Django Framework, Docker, RabbitMQ, Jenkins, asyncio"
119551203,Senior Python developer,300000,350000,RUR,False,,"aiohttp, FastAPI, Flask, ORM, RabbitMQ, Kafka, Kubernetes, Python, PostgreSQL, MySQL, MS SQL, Unit Testing, SOLID, CI/CD, TeamCity, Jenkins, Airflow, Dagster"
115444661,Автотестировщик (Python),110000,168000,RUR,True,,"Python, Selenium"
119451331,Python-разработчик,,,,,"Москва, улица Обручева, 36к1",
119362977,Python Auto QA инженер,,,,,"Новосибирск, улица Максима Горького, 24",
119384721,Python разработчик,,,,,"Санкт-Петербург, площадь Победы, 2",
118297229,Python Developer (KATA),,,,,,"Python, Linux, Pytest"
119603259,Преподаватель языка программирования Python,,130000,RUR,True,"Москва, проспект Мира, 42","Python, Преподавание, ЕГЭ, ОГЭ, Математика, Программирование, C++, С#"
119230457,Автор курсов по Python разработке,100000,150000,RUR,True,,"Python, Наставничество, Наполнение контентом"
119325861,"Преподаватель программирования (Roblox, Python,Scratch,C+, Графический дизайн)",,,,,"Санкт-Петербург, проспект Энгельса, 154","Обучение, Работа в команде, Обучение и развитие, Работа с людьми, Организация учебного процесса, Программирование, Python, Roblox"
119991751,AI Engineer (инженер по ИИ) data science (дата-сайентист),100000,200000,RUR,False,,"Git, Python, PostgreSQL, LangChain, LangFlow, LLM, RAG, NLP"
120311810,Наставник по программированию Python,127500,,RUR,True,"Елабужский район, Особая экономическая зона Алабуга",
120319816,Senior Python developer (SDET),,,,,,"Python, Docker, Docker-compose, Linux, K8s, TCP/IP, Kubernetes"
119045536,Backend-разработчик/python (middle/senior) Ижевск,,,,,,"Python, REST API, Agile, SQL, NoSQL, Алгоритмы и структуры данных, Стратегия тестирования, MySQL"
119670063,Project CTO / Python-разработчик (GPT-платформа),,,,,,"Python, Django Framework, Django Rest Framework, FastAPI, PostgreSQL, Docker, Git, REST API, Redis, Linux, CI/CD, API, JSON API, ИТ-архитектура"
116910628,ML Engineer,,,,,"Санкт-Петербург, площадь Карла Фаберже, 8","Python, MLflow, PostgreSQL, Impala, HDFS, NLP, TensorFlow, Keras, PyTorch, Hugging Face, DVC, Git"
120231061,AI / ML developer,,,,,"Санкт-Петербург, Заневский проспект, 30к2",
117112545,Computer Vision Researcher,,,,,,"Python, PyTorch, Machine Learning, Deep Learning, OpenCV, Алгоритмы, Resnet, Mobilenet, U-net, Yolo, Deeplab, Git, Computer Vision"
119755801,Технический Лидер (Python),450000,500000,RUR,False,,"Python, KVM, Architectural decision records, Architectural Decision Records, UML, C4"
120347674,Преподаватель-программист / ведущий YouTube-канала по Python,,,,,,"Python, методология образования, разработка курсов, образовательный контент, YouTube обучение, структурированный материал, педагогический дизайн, скриптрайтинг, практические задания, онлайн-образование, EdTech, адаптация контента, чек-листы, локализация контента, обучение для начинающих"
111235934,Senior Python Developer in Test / Инженер-программист (KORNFELD),,,,,,"Python, asyncio, SQLAlchemy, Pytest, Тестирование, Linux"
120338330,Fullstack-разработчик (Python и React.JS),,350000,RUR,False,,"Python, JavaScript, TypeScript, React, Веб-программирование, Git, PostgreSQL, FastAPI, Адаптивная верстка, Sass"
119884382,"Python QA Automation - WEB, Selenium (Israel)",3500,,USD,False,Тель-Авив,"Python, Linux, QA Automation, Docker, Selenium, API, Webui"
120274159,Middle Backend Developer Python,,,,,,"Django Framework, Python, FastAPI, Celery, Selenium"
119411185,Программист Python (Middle/Senior),,,,,,"Python, Flask, FastAPI, SQL, PostgreSQL, MongoDB, Git, RabbitMQ, Apache Kafka, Docker, Kubernetes, CI/CD"
120245900,Старший программист-разработчик (Python/Django) / Senior back-end developer,250000,,RUR,False,"Москва, 1-й Кожевнический переулок, 6с1","Python, FastAPI, Django Framework"
119855744,Fullstack разработчик C++/Python,,250000,RUR,False,"Москва, Калужско-Рижская линия",
119599095,C++ developer (ML/speech recognition),,,,,,"machine learning, Python, C++, PyTorch, Linux, Bash, Docker, Git"
119787843,ML Engineer (LLM),,5000,USD,False,,"Python, Time Series Analysis, Big Data"
119787843,ML Engineer (LLM),,5000,USD,False,,"Python, Time Series Analysis, Big Data"
119899384,Senior Python Developer (E-com),,,,,,"Python, PostgreSQL, Git, Redis, Django Framework, Swagger, Solr, Clickhouse, RabbitMQ, Docker, Ansible, Golang"
120246173,Программист-разработчик (Python/Django) / Middle back-end developer,100000,,RUR,False,"Москва, 1-й Кожевнический переулок, 6с1","PostgreSQL, Python, Рефакторинг кода, Docker, VueJS"
119755800,Технический Лидер (Python),450000,500000,RUR,False,,"Python, KVM, Architectural decision records, Architectural Decision Records, UML, C4"
120087313,ГИС - инженер (Тюмень | офис),,,,,"Тюмень, улица Мельникайте, 112с3",
119960482,Data Engineer,150000,150000,RUR,False,"Москва, Замоскворецкая линия, метро Белорусская","Статистический анализ, Python, Clickhouse, SQL, Разработка технических заданий, Системная интеграция"
118570158,Python-разработчик,,,,,"Москва, улица Грузинский Вал, 7","Python, PostgreSQL, Redis"
119702304,QA Automation Engineer (Python),150000,,RUR,False,"Санкт-Петербург, Чкаловский проспект, 50","Git, Android, Linux, Android SDK, SQL, Qt, QA, Python"
120237148,Senior Python Developer,,,,,,
118640768,Алгоритмист - разработчик (Applied ML),,,,,"Москва, Малая Семёновская улица, 9с3","Разработка алгоритмов, ML, Python, PyTorch, TensorFlow, FastAPI, Django, Linux, CI/CD, OpenCV, GFS, WRF"
119349241,"ML-разработчик (LLM, middle)",,,,,"Москва, Дербеневская набережная, 7с22","ML, Python"
119561130,DWH developer,,,,,,"ETL, SQL, Python, DWH, Keitaro, FBtool, Affise"
119659031,QA auto (Python)/Автотестировщик,160000,240000,RUR,False,"Королёв, улица Фрунзе, 1А","Python, Selenium, Allure, SQL, YouTrack, TeamCity, Atlassian Confluence"
120293135,Senior Python developer/ Ведущий разработчик,,,,,,"Python, PostgreSQL, FastAPI, MongoDB, NoSQL, Django Rest Framework, Pytest, REST API, Celery, Apache Airflow"
120229368,Python-разработчик (Middle/Senior),,,,,,"Python, Django Framework, Pytest, PostgreSQL"
120232236,Middle Python-разработчик (IoT/Embedded),,,,,,"Python, C/C++, SQL"
120321027,Python-разработчик,,,,,"Москва, Огородный проезд, 16/1с5",
120307928,Разработчик интеграционных решений (Python),,,,,,"Python, RabbitMQ, API, Linux, PostgreSQL"
119415488,Старший разработчик Python,,,,,"Москва, Береговой проезд, 5Ак1","Python, FastAPI, SQLAlchemy, Pydantic, Python asyncio, GOF, SOLID, REST API, GraphQL, gRPC, AMQP, Apache Kafka, MQTT, ORACLE, PostgreSQL, MySQL, NoSQL, Gitlab, Git, Atlassian Jira, Atlassian Confluence, Docker, Docker-compose, Kubernetes, Linux"
119244063,Full-stack web-разработчик (Python),,,,,"Москва, Ленинградский проспект, 15с1","Python, Git, PostgreSQL, Django Framework, Linux"
119246509,Middle/Senior Python разработчик,,,,,,"Python, PostgreSQL, Linux, Gitlab, Django Framework, Tornado, FreeBSD, GitLab CI"
118796269,Senior Developer (Python),,,,,"Москва, Авиамоторная улица, 10к2","Python, FastAPI, Kafka, GraphQL, ELK, Docker, Linux, Apache Kafka, Elasticsearch, ООП, Асинхронное программирование"
120096325,"Senior Python-разработчик (Flask, FastApi)",370000,,RUR,False,,"Python, Flask, Yandex Cloud, MySQL, Redis, Облачные сервисы, Разработка архитектуры, FastAPI, SQLAlchemy, Apache Airflow, Docker"
119709541,Senior python-разработчик (Django),,,,,,"Python, Git, Django Framework, Redis, HTTP, HTML, JavaScript, HTML5, MongoDB, PostgreSQL, REST API, Backend, JSON API, Celery, Веб-программирование"
120334211,Разработчик бэкенда на Python и Go в Вертикали,,,,,,"Python, Golang, Go"
119807848,Python + Go разработчик,,,,,,"Python, Golang"
119951370,Senior Python (Django) Developer,,400000,RUR,True,"Москва, Хорошёвское шоссе","Python, Django Rest Framework, Django Framework, MongoDB, RabbitMQ, Celery, Redis, Grafana, Prometheus"
120208949,SDET (Python),,,,,,"Automation testing, Python, Linux, Телекоммуникации, SDET"
117637553,Senior Python-разработчик,,,,,"Москва, Калужско-Рижская линия, метро Калужская","Python, Git, Linux, Flask, Широкий кругозор, Дружелюбие, Креативность, Самокритичность, Позитивное мышление, Работа в условиях многозадачности, FastAPI"
118297577,Data Infra Engineer,,,,,,
120245272,SDET Python (Content Filtering Research),,,,,,
119504805,"Разработчик Python, направление разработки аппаратных проектов",,,,,,"IT, Разработка склада, Python"
119310113,Middle Разработчик Python и/или C++ (системная разработка модулей для беспилотного транспорта),,,,,"Москва, 3-я Рыбинская улица, 18с22","Python, C++, Linux, Нейронные сети, Docker, Многопоточные приложения, Мультипроцессорные приложения"
116376738,Data scientist,,,,,Подгорица,
120293444,Ведущий Python разработчик (Termidesk),,,,,"Москва, Ленинский проспект, 119А","Python, Linux, FastAPI, JSON"
119841783,"Backend-разработчик/python (middle/senior), Воткинск",,,,,деревня Верхне-Позимь,"Python, REST API, Agile, SQL, NoSQL, Алгоритмы и структуры данных, Стратегия тестирования, MySQL"
120238673,Разработчик бэкенда на Python и Go в Вертикали,,,,,,"Python, Golang, Go"
119294297,Python-разработчик,,,,,,
119506955,"Специалист по машинному обучению ML Engineer, Fullstack-разработчик",150000,,RUR,False,,"Python, VueJS, PHP, Математическая статистика, PyTorch"
120274872,"Разработчик баз данных (Python, PostgreSQL, MongoDB)",,,,,"Санкт-Петербург, Выборгская набережная, 45Е","SQL, PostgreSQL, MongoDB"
120315289,Tech lead Python developer,,,,,,"Python, asyncio, ORM, FastAPI, PSQL, Redis, Apache Cassandra, SQLAlchemy, Pydantic, websockets"
119642153,Senior Python-разработчик,,,,,"Москва, набережная Академика Туполева, 15к22","Python, FastAPI, PostgreSQL, Agile, Flask, Greenplum, Clickhouse, Apache Airflow, pandas, Apache Superset, Jenkins, Docker, k8s, Git, Django, NoSQL"
119872470,TeamLead (Python) команды разработки,,,,,"Москва, Новодмитровская улица, 2к2","Python, Управление командой"
120208294,Ведущий разработчик искусственного интеллекта/python-backend,,,,,,Python
120265013,Senior Python back-end Developer,,,,,Москва,
113146125,Специалист по автоматизированному тестированию\Automation QA Engineer (Python),,,,,"Москва, проспект Вернадского, 41","Python, Pytest, gatling, QA, Тестирование, Selenium, Автоматизированное тестирование, API"
119624423,Data Scientist (Middle+/Senior),,,,,"Москва, Западный административный округ, Можайский район, Инновационный центр Сколково, Большой бульвар, 30с1","TensorFlow, PyTorch, NLP, Python, SQL, CV"
119952057,Senior Python (Django),,400000,RUR,False,"Москва, Хорошёвское шоссе","RabbitMQ, Memcached, Redis, CI/CD, Django Rest Framework, Django Framework, GitLab CI, PostgreSQL"
120230304,"Fullstack QA engineer (Python), финтех",,,,,,"SQL, PostgreSQL, Базы данных, REST, API, Postman, Swagger, BPMN, SOAP, Atlassian Jira, Atlassian Confluence, Python, Java, Git"
120230394,QA Engineer FullStack (Python),,,,,,
120276604,Tech Lead ML-команды/Python разработчик,,,,,"Санкт-Петербург, Малый проспект Васильевского острова, 43к2",
120193931,Tech Lead (Python),,,,,,"Linux, Nginx, Docker, Asyncio, aiohttp, Squid, Сетевые технологии, Информационная безопасность, Python, Асинхронное программирование, Clickhouse, ETCD"
120229878,Разработчик бэкенда на Python и Go в Вертикали,,,,,,"Python, Golang, Go"
118973903,Python-разработчик (Senior/Lead),,,,,,"Python, PostgreSQL, FastAPI, Redis, Apache Kafka, SQLAlchemy, Django"
118973909,Python-разработчик (Senior/Lead),,,,,,"Python, PostgreSQL, FastAPI, Redis, Apache Kafka, SQLAlchemy, Django"
118973906,Python-разработчик (Senior/Lead),,,,,,"Python, PostgreSQL, FastAPI, Redis, Apache Kafka, SQLAlchemy, Django"
120210942,Data Scientist,,,,,,"Python, SQL, TensorFlow, PyTorch, Keras, PySpark, Ad Hoc Analysis"
117271018,Senior Python Developer,5,,USD,False,,"Python, Flask, Apache Kafka, Pytest, Django Framework"
119609129,Senior Python Developer,,,,,"Москва, Ленинградский проспект, 39с79","Python, Django Framework"
116596804,Senior Python Developer,,,,,"Москва, Долгопрудненское шоссе, 3",
120161404,Middle ML-инженер (RuBackup),,,,,"Москва, Огородный проезд, 16/1с5","ORACLE, PostgreSQL, Python, pandas, SQL, Grafana, Zabbix"
119362458,IDP-разработчик,,,,,"Новосибирск, улица Кутателадзе, 4г","IDP, LLM, OpenAI API, Python, Django, AWS, Azure, OCR"
120125347,Middle/Senior Python Разработчик (OpenStack),,,,,,"Python, Linux, VMware, OpenStack"
120119486,Разработчик Python AI,,,,,"Москва, Поклонная улица, 3",
120111157,Middle+ Python разработчик (Platform V Kintsugi),,,,,,
120077867,"Python-разработчик, Middle (Middle+)",,,,,,"Python, REST API, SQL, Unix, Git, CI/CD, Apache Airflow, Elasticsearch"
118992096,Python Automation Engineer,,,,,,
120085466,Ведущий разработчик Python,,,,,,"Python, Django Framework, pandas, Apache Airflow, ETL, Clickhouse"
115703131,Инженер данных (Data engineer),210000,210000,RUR,False,"Москва, 1-й Красногвардейский проезд, 15","Python, SQL, REST API, Анализ данных"
119071502,SDET Python (KasperskyOS Mobile),,,,,"Москва, Ленинградское шоссе, 39Ас2","Python, Linux, Pytest"
108362905,SDET Python (KATA),,,,,"Москва, Ленинградское шоссе, 39Ас1","Python, Linux, CI/CD"
120020827,"Fullstack-разработчик (Python, Django, JavaScript)",,,,,,"Python, Django Framework, Django Rest Framework, JavaScript"
120031267,Сетевой инженер / Python-разработчик,,,,,,"Python, Django Framework"
120020254,Python разработчик (Compute),,,,,"Санкт-Петербург, Московский район, Цветочная улица, 19","Python, Git, Linux, Английский язык, OpenStack"
120077064,Квантовый разработчик (Quantitative Developer),,,,,,
120044992,Разработчик Python / Go,,,,,,"Python, Golang, gRPC, REST API, CI/CD, Linux, oVirt, OpenStack"
115741929,R&D Engineer/Researcher (Разработчик-исследователь),,,,,,"Linux, Python, NoSQL, REST-API, TLS, FTP, SMB, HTTP, R&D, исследования в разработке ПО, Clickhouse, C/C++, OSI, FIrewall"
119595856,Старший Python разработчик / FastAPI,200000,200000,RUR,False,"Краснодар, улица Стасова, 174/3","Python, HTTP, Bash, SQL, Веб-программирование, REST API, FastAPI, SQLAlchemy, Apache Kafka, Redis, gRPC"
119959831,Сетевой инженер / Python-разработчик,,,,,,"Python, Django Framework"
119961398,"ML Engineer (""Search"")",,,,,"Санкт-Петербург, улица Савушкина, 126Б","SQL, Python, ML"
118770431,Python разработчик (Middle+ / Senior),,,,,,"Python, Django Framework, iohttp, RabbitMQ, PostgreSQL, FastAPI, SQLAlchemy"
119871912,Разработчик Python + ML,,,,,,
118718432,Разработчик Python (ML),,,,,,
119905197,Senior Python Developer (Центр Искусственного интеллекта),,,,,,
119855986,Инженер по нагрузочному тестированию Python,,,,,,"SQL, Нагрузочное тестирование, Linux, Docker, Locust, Python"
118773795,"Разработчик телефонии (Python, FreeSWITCH)",,,,,,"Python, FreeSWITCH, Garm"
119801658,Data Automation Developer,,,,,"Санкт-Петербург, Каменноостровский проспект, 26-28","Аналитическое мышление, Бизнес-моделирование, Внимательность, Восприимчивость к критике, Внимание к деталям, Гибкость"
119818349,Python-разработчик (банковский проект),,160000,RUR,False,,"Python, SQL, OpenShift, Git, Docker, Jenkins, Kubernetes, Nginx, Atlassian Jira, PostgreSQL, Clickhouse, Celery, OAuth"
119908348,AI/ML разработчик,,,,,"Тюмень, Суходольская улица, 16",
119848179,AI/ML разработчик,,,,,"Москва, Кутузовский проспект, 17","Python, API, Redis, FastAPI, Docker"
119820649,Python - разработчик,,,,,,
119837743,Python Junior / Middle AQA Engineer (МТС Веб Сервисы),,,,,,"Python, Pytest, Linux, Gitlab, Allure"
119829493,ML Разработчик,100000,,RUR,False,,Python
118980254,Senior python разработчик,,,,,"Москва, улица Годовикова, 9с17","Python, FastAPI, PostgreSQL, Docker, Kubernetes"
119808231,Python-разработчик (Senior),230000,300000,RUR,False,,"Python, Apache Airflow, FastAPI, Docker, Kubernetes, CI/CD, Django Framework, Flask"
119865008,Python + Go разработчик,,,,,,
119883601,Python разработчик Middle+,,,,,"Москва, 3-я Рыбинская улица, 17","Python, Linux, REST API"
119759884,Lead Backend Developer (Python),400000,,RUR,True,,"Python, Clickhouse, pandas, Numpy, FastAPI, Blockchain, Crypto"
119879542,Fullstack QA engineer (Python),,,,,,
119848155,Fullstack Python разработчик,,,,,"Москва, Садовническая улица, 82с2","Python, LLM, AI, Нейронные сети, Kanban, Git, SQL, API, Jupiter, Kubernetes, Docker, OpenAI, Langchain"
119757827,Python-разработчик,,,,,,"Linux, Python, SQL"
119785684,Middle+ / Senior Python Developer,,,,,"Москва, Новодмитровская улица, 2к1","Python, RDBMS, Django, Unix/Linux, Git, Docker, Celery, RabbitMQ"
119884054,Data Engineer,,,,,,"Python, SQL, Apache Airflow, Clickhouse, Linux"
119789491,Senior Python Backend разработчик,300000,500000,RUR,False,,"FastAPI, SQLAlchemy, PostgreSQL, Docker-compose, GitLab CI, kafka, RabbitMQ"
119324861,Tech lead Python developer,400000,600000,RUR,False,,"Python, Kubernetes, Linux, observability, Kafka"
119781296,Python разработчик (Middle+ / Senior) на проекты КД Max,,,,,,"Python, FastAPI, PostgreSQL, Celery, Gitlab"
119759883,Lead Backend Developer (Python),400000,,RUR,True,,"Python, Clickhouse, pandas, Numpy, FastAPI"
119786665,Senior Python Developer,,,,,,
119881446,"Fullstack-разработчик (Python, React)",,,,,"Москва, Оружейный переулок, 41","Python, FastAPI, PostgreSQL, React"
119766805,Python-разработчик (Dash) для аналитических решений,,,,,,"ETL, ELT, SQL, Python, Dash"
118914735,Python Senior,,,,,"Москва, Хорошёвское шоссе","Python, MongoDB, PostgreSQL, NoSQL, SAGA GIS, DDD, EDA, FastAPI, SOLID, Redis"
119870023,Auto QA Engineer (Python),,,,,,
119024829,Senior Python Developer /Cеньор Питон Разработчик,,,,,,"Python, PostgreSQL, Django Framework, SQL, Английский язык"
118312081,Team Lead (Python)/Tech Lead (Python),,,,,,
119689705,Senior Python Developer,,,,,,"Python, ООП, SQL, Базы данных, Django, PostgreSQL, MySQL, NoSQL, ORM, FastAPI"
119689435,Senior Python Developer,,,,,,"Python, ООП, SQL, Базы данных, Django, PostgreSQL, Django Rest Framework, VueJS, HTTP, JSON, MongoDB, Redis"
119834040,MLOps Engineer в NLP команду,,,,,,
119647385,Data Scientist (Middle),,,,,,"Python, Алгоритмы и структуры данных, Визуализация данных, MLflow, Математическая статистика, Spark"
118754927,"Python-разработчик в AI VK, Москва",,,,,,
119593198,Middle-разработчик LLM-агентов (Python),,400000,RUR,True,,
119622782,Python разработчик (Middle+ / Senior),,,,,,"Python, Django Framework, iohttp, RabbitMQ, PostgreSQL, FastAPI, SQLAlchemy"
118616095,Senior Python Developer/ Старший Python разработчик,,,,,,"Python, Django Framework, Celery, RabbitMQ"
116495541,Python разработчик / Django (Wagtail) / Middle,140000,180000,RUR,False,"Краснодар, улица Стасова, 174/3","Python, Django Framework, HTTP, SQL, Веб-программирование, REST API, FastAPI"
118585818,"Full-stack разработчик Python\React (middle, senior)",140000,200000,RUR,False,,
119624539,DevOps-инженер/Python-разработчик,,,,,"Москва, Ленинградский проспект, 68с7","Python, SCAPI, Bash, Makefile, QEMU, network interfaces, JSON, regexp/awk/sed, Docker/Podman, HTTP/WEB, Jenkins, Git, Groovy, UART, telnet, SSH"
119609073,Junior Data Scientist (A/B-testing),,,,,,
119622530,Python-разработчик,,,,,,
119611274,Аналитик данных CausalML / ML-Engineer (Data Science),,,,,"Москва, 3-й проезд Марьиной Рощи","CausalML, ML, Python, XGBoost, Scikit-learn, Causal Inference, Reinforcement learning, MLOps, Kubernetes, Causal learning"
114729252,SDET Python (Container Security),,,,,"Olympia Park Business Center, Bldg. 3 or 2, 39A, Leningradskoe Shosse, Moscow, 125212, Russia","Python, Linux, Kubernetes"
115509121,Python Backend developer / Инженер-программист (Testing Tools),,,,,,"Python, Linux, Django Framework, Docker, RabbitMQ, Jenkins, asyncio"
115982309,Senior Python developer,,,,,,
119499643,Backend Разработчик (Python),,,,,"Москва, Огородный проезд, 16/1с2","SQL, API, PostgreSQL, Python, Kafka, ORM, MySQL, Git, backend"
119650833,Senior Python developer (Machine Learning),,,,,,
119592578,QA automation (Python),,,,,,"Python, Selenium"
119562099,Senior-Middle ML Python разработчик в стартап,300000,,RUR,False,,"Python, PyTorch, FastAPI, Машинное обучение"
119481924,Python-разработчик,,,,,,
